id,text,target,language,HS,TR,AG,__index_level_0__
22691,Esta es la serie con la que Jesús Hdez-Güero obtuvo la V Beca Jacobo Tosio &gt;&gt;&gt; https://t.co/YEQ2fRJwiv,mig,es,0,0,0,15387
22692,"bitch, tu eres la perra' atte reb",mis,es,1,1,1,15388
22693,@Marta04104594 Embestir te con fuerza q chilles al sentir mi.polla en tu coño humedo,mis,es,0,0,0,15389
22694,"@ValencianosHoy @DrodriguezVen Delci es una puta,pero tu eres una prepago de 5 pesos piaso mierda",mis,es,1,1,1,15390
22695,@JDanceInTheDark no puta levanta tu coño puta busca trabajo puta consigue un negocio puta chupa una polla puta,mis,es,1,1,1,15391
22696,"Qué asco y repulsa me levantan los jefes árabes, sus pajas mentales y su machismo rancio..  Arabia Saudita condena a una mujer a dos años de cárcel por abrazar a un cantante https://t.co/FMRBEiajJz",mig,es,1,0,1,15392
22697,Tipico : si una chica no le cae otra chica es por que para la otra es una PUTA 😂 pero solo por que no le cae bien,mis,es,1,0,0,15393
22698,Perro que perra y cobarde que eres pedacito de mierda es lo que tu eres VI O LA DOR.,mis,es,0,0,0,15394
22699,Las necesarias y temporales subidas de impuestos del Gabinete Rajoy acabarán con las manipulaciones de los inmigrantes   #generandoconfianza,mig,es,0,0,0,15395
22700,@Sketchshanice Que te calles puta sadboy de los cojones,mis,es,1,1,1,15396
22701,"Tu cierra la puta boca, que con las manos manchadas de sangre no se habla o no te lo enseñaron tu padres? https://t.co/dCHef9mmQ6",mis,es,0,0,0,15397
22702,Sos una malparida no mereces ser feliz puta puta puta,mis,es,1,1,1,15398
22703,"@ohmxrvel Si lo merecía, estar en la piel de alguien que sufrió acoso no es fácil. Hay que darle oportunidad a nuevas actrices",mis,es,0,0,0,15399
22704,"@AgosBlanco13 Te cabe, no te lo mereces por zorra",mis,es,1,1,1,15400
22705,"@ingridcoronado Cállate perra, Recalentado los que se echan los directivos de TV Azteca cada que te la pasas brincando de verga en verga, por eso dejaste a Fernando, porque te encanta la puteria",mis,es,1,1,1,15401
22706,España crea su primer 'campo de refugiados' en la bahía de Algeciras. INMIGRANTES ILEGALES   https://t.co/sc3HCEu7wB SANCHEZ DIMISIÓN ELECCIONES YA!!,mig,es,0,0,0,15402
22707,Los manteros subsaharianos corren a sillazos a la Policía https://t.co/OXY9ZhnW5y vía @Periodistadigit,mig,es,1,0,1,15403
22708,"@FeerChavela_ Obvio tu eres mi mejor amiga por siempre y para siempre, zorra",mis,es,1,1,0,15404
22709,@Albiol_XG @PPCatalunya @ALevySoler El 'acoso injustificable' son unas personas q la siguen en un acto enseñando un mobil con una imagen de un lazo! y ademas..amarillo!,mis,es,0,0,0,15405
22710,@uranioceIoso @iStar57_ Tú eres mi zorra favorita,mis,es,1,1,1,15406
22712,@yungpichaku @3adawiyaaa tu eres mi problema puta x,mis,es,1,1,1,15407
22713,"@EstefCastilloS ojala te vayas al infierno, que la vida te de todo lo que te mereces por puta.",mis,es,1,1,1,15408
22715,"@ragaazza Pollaícas = polladas, tonterías, sinsentidos 😂😂",mis,es,0,0,0,15409
22716,Y tú eres una perra racista con un enorme sentimiento de inferioridad. Por eso tienes que venir a Twitter buscando protagonismo a costa de soltar mierda aprovechando una desgracia. Deseo que esta sea la última noche de tu vida que te vayas a dormir. https://t.co/yVb67xlIoD,mis,es,1,1,1,15410
22717,"LA PUTA MADRE LA PUTA MADRE ESTOY LLORANDO. SABIA QUE IBAS A GANAR, LE ESTABAS PONIENDO TODI A ESTO. LO RE MERECES, ESTOY TAN FELIZ. DESEABA TANTO QUE SEAS LA GANADORA. @twogayghosts https://t.co/GP3sPYSnkG",mis,es,0,0,0,15411
22719,"Te digo yo que antes estás tú atragantandote con mi polla a que yo esté hundido en tu culo. Por muy bueno que sea, caerias tú antes. https://t.co/cGLooWUCnX",mis,es,0,0,0,15412
22720,"@PabloSobrado7 claro, como tu eres un subnormal retrasado venido de otra planeta. Voy a ir a tu puta casa a romperte un brazo.",mis,es,0,0,0,15413
22721,"Sois igual de sucios, hijos de puta y vais predicando valores. No merecéis llevar ninguna camiseta, al retiro @SergioRamos @DaniCarvajal92 #ElClasico",mis,es,0,0,0,15414
22722,Pero si todo está normal Déjenme decirles que desde el momento en que un país expulsa refugiados y no migrantes la cosa NO está normal....,mig,es,0,0,0,15415
22723,"Que patético, vergonzosa la historia de chile, un país del tercer mundo sometido a USA que puso a Somoza, Trujillo y muchos otros patéticos dictadores sudacas https://t.co/HOi439SY8j",mig,es,1,0,0,15416
22724,ayer fui a un 18 de disfraces y el que mas guita tiene del grupo se disfrazo de jeque arabe,mig,es,0,0,0,15417
22726,"@elisacarrio La concha de tu madre hija de mil puta!!! Nada más, no lo mereces",mis,es,1,1,1,15418
22727,@lovatospriority Callate puta que tu fuiste la primera en darle like,mis,es,1,1,1,15419
22728,¿Pueden inmigrantes y refugiados remediar la despoblación española? https://t.co/K08jbSfiqP #curiosidad,mig,es,0,0,0,15420
22730,"Joder nena fóllame como tu sabes, muévete sobre mi, aprieta mi polla con tu coño sin piedad, te abrazo, pego tus pezones contra mi pecho mientras te beso, tus gemidos en mi boca https://t.co/nbXmKAT2Pd",mis,es,0,0,0,15421
22731,@todonoticias Callate hijo de puta mentiroso son pelotudo que seguis mintiendo ladron andate de la Argentina,mis,es,0,0,0,15422
22732,@patricionavia @ferperezc Cállate weon vendió. Cómo si no trabajáramos hijo de la gran puta!,mis,es,0,0,0,15423
22733,"Tengo el Twitter de Celeste en mi celular y yo no puedo creer que con poner 'Milton callate' se llene de favs, la puta madre",mis,es,0,0,0,15424
22734,@Shariit_Rgueez @_Axxelo Cállate. Tú eres bien zorra. 🌚❤,mis,es,1,1,1,15425
22735,@PoderFeminazi Eso es! Cojones!,mis,es,0,0,0,15426
22736,Emiratos Árabes y el Dubai International Financial Centre quieren crear el primer sistema de resolución de disputas basado en blockchain e integrado en un sistema judicial https://t.co/uMWbdFPRnw,mig,es,0,0,0,15427
22737,@PabloAgustin @barbarammzz @MicaSuarez12 CÁLLATE...PERRA https://t.co/Qm6enxgxls,mis,es,1,1,1,15428
22738,@LaJornadaMaya Si denuncian acoso sexual.—le quitan sus derechos sindicales. Cuando naciste imbécil no tienes remedio. @Observa_Tuimss @Tu_IMSS,mis,es,0,0,0,15429
22740,DÉJATE DE WEBIAR ZORRA MAL PARIDA YO NO TE TIRO WEAS VKOOK EN LA CARA MARIA JAVIERA TE VOY A SACAR LA CTM https://t.co/ofEH8W3Gor,mis,es,1,1,1,15430
22741,"Puta de su madre..... Que esta mujer es RECONTRA imbécil y tenemos que pagarle con nuestros impuestos... Le hacen saber que su JEFA SAMURAI recibió dinero SUCIO y ella se convence mas, que tienen que LUCHAR CONTRA LA KORRUPCION ... SACATE LA MIERDA DE LA CABEZA... MUJER https://t.co/ryXAQ6YsRq",mis,es,1,1,1,15431
22742,⚠️ Saltan la valla de #Ceuta al grito de 'racistas'.  https://t.co/S6UrsjjuGY,mig,es,0,0,0,15432
22743,"@skeletomh tú eres la perra idiota y yo el viejo, okurr",mis,es,1,1,1,15433
22744,ya ke les arabes ki font ca???? https://t.co/zBIYq5TTRO,mig,es,0,0,0,15434
22745,"Puto mentiroso de mierda te has acostado con chicas, maldito hijo de perra. Te mereces todo lo que te está pasando, @kingxfthieves .",mis,es,0,0,0,15435
22746,"Mis tios diciendo que ines arrimadas es una zorra, a ver callate la boca",mis,es,1,1,1,15436
22747,"@Maritza05484697 TÚ eres la super RE QUE IDIOTA ¡¡DIOS TE MALDIGA Y TE DESTRUYA ERES GRAN MIERDA PENDEJA PUTA JODIDA DEL RE PUTO MIERDA GOBIERNO, DIOS MALDIGA Y MANDE AL INFIERNO A TODOS LOS QUE FIRMARON ESA PUTA LEY, DIOS TE LLENE EL CULO DE CÁNCER RE MI",mis,es,1,1,1,15437
22748,"@zhorro4 tu no eres artista, tu eres una puta buscando enchufado, con el perdón de las putas.",mis,es,1,1,1,15438
22749,"28: te amodio, odio a la perra de tu amiga ☺️☺️pero tú eres mi vida *tijerazo*",mis,es,1,1,1,15439
22750,@cinta16_ C I N T A QUE TE CALLES LA PUTA BOCA SI NO ME VAS A ENSEÑAR NADA QUE LO PASO MUY MAL JODER,mis,es,0,0,0,15440
22751,Tu eres mi puta y yo soy tu crush yo soy tu puto y tu eres mi cruz,mis,es,1,1,1,15441
22752,Deben darle cadena perpetua a todos los inmigrantes que lleguen a delinquir en un país donde le abren sus puertas. Y que paguen esa condena en ese país. No se puede morder la mano de quien te da de comer...,mig,es,1,0,1,15442
22753,"@AnunciosMx Disfruta tu evento!!Nosotros te lo organizamos, banquetes, taquizas, menú a tiempos, tacos árabes, pastas, bar de ensaladas, waffles bar, etc con gusto te atendemos 5554383714 https://t.co/VxIP6GFnnr",mig,es,0,0,0,15443
22754,"@BedMM @NayBetania Tú eres la culpable, perra >:v",mis,es,1,1,1,15444
22755,Primas de 2.000 euros para los indocumentados que se marchen de Francia https://t.co/NJ7OmJftJF vía @elmundoes,mig,es,0,0,0,15445
22756,"@Flor_avalos23 Te conteste zorra, te conteste, asi que callate y contestame.",mis,es,1,1,1,15446
22757,"""NINGÚN LIDER ÁRABE PUEDE CONCEDER JERUSALÉN.  Según los informes, el rey saudí, Salman bin Abdulaziz se hará cargo de la """"política palestina"""" de Arabia Saudita, lo que sugiere una diferencia entre el Rey y su hijo,... https://t.co/FUHr0XAEbk""",mig,es,0,0,0,15447
22758,"es que con ese escote pareces una guarra', 'esa falda tan corta...', 'las medias de rejilla... (puta)' en fin.",mis,es,1,1,0,15448
22759,"@luisale88745179 @KarinaJaz23 @DalasReview Whe puta no, es estupida,mongola, huele pedos,imbecil,plana,costrosa,zorra y pedofila",mis,es,1,1,1,15449
22760,1MILLON “ARABE”🔥🚀❌@_eckoyg https://t.co/0w7suyO1FC,mig,es,0,0,0,15450
22761,Hoxe meu abuelo vaime enseñar a usar a escopeta e estou superemocionada 😍😍😍 a miña nai non lle fai puta gracia pero me da iwá,mis,es,0,0,0,15451
22762,"""#AtentadoMaduro #Venezuela @carlosvecchio : """"Es una estrategia [para justificar la represión] que han usado las dictaduras, con el sello cubano. Ha habido un exilio que yo lo llamo una """"crisis de refugiados"""", producto de la peor crisis económica que ha tenido Latinoamérica"""".""",mig,es,0,0,0,15452
22763,"@Hugo_Gutierrez_ Te mereces que te agarremos a patas en la zorra, gargajos y combos en el hocico viejo culiao, ojalá no te cruces en mi camino",mis,es,0,0,0,15453
22764,@trujeflowers Cállate zorra jajaja,mis,es,1,1,1,15454
22765,"Claro pero luego el rap, los chavales q improvisan y rapean 'lo único q saben decir es tu novia es una zorra, tu madre es una puta', seguro q sí... no tenéis ni idea. @SmoothArkano eres ENORME. https://t.co/fSKLbVFxKS",mis,es,0,0,0,15455
22766,@Anilinda007 Callate bot hijo de puta,mis,es,0,0,0,15456
22767,"El director de la empresa Impsa, Francisco Rubén Valentifue detenido esta tarde. El hombre, con domicilio en Mendoza, había viajado hacia los Emiratos Árabes 48 hs antes de que el juez Bonadio, a cargo de la causa por los cuadernos de las coimas , ordenara su detención. La Nación",mig,es,0,0,0,15457
22769,@MemeBurgos tu eres la perra https://t.co/FSN6n9BTBH,mis,es,1,1,1,15458
22770,"@kahlofx Y ME PONGO ÁRABE, ÁRABE CUANDO TOMO JARABE, JARABE. #ModoArabe AHRE. https://t.co/SlW392K91x",mig,es,0,0,0,15459
22771,"L- El mejor luegar para tener mi polla ahora mismo es en la garganta de Wicca, llenándome de babas",mis,es,1,1,1,15460
22772,@JuanitoFxtbol_ @ElKriket Pero tu eres una perra sucia,mis,es,1,1,1,15461
22773,"Una razón más para odiar a Arturo Vidal. Sudaca, chileno y además del barça 🙌🏻🙌🏻🙌🏻",mig,es,1,1,1,15462
22774,Nada mal la LPF ante los equipos extranjeros en la Liga Concacaf. ●Árabe Unido 🇵🇦3-0 Arnett Gardens. ●Diriangén FC 0-4 CD Universitario🇵🇦. ●Tauro FC 🇵🇦1-0 Real España. https://t.co/rSJyW8r0C2,mig,es,0,0,0,15463
22775,"@BasketZaragoza Algo estilo 'Hijos de puta, sinvergüenzas' se puede enseñar? 😂",mis,es,0,0,0,15464
22776,"Kösem se lo merecía, fue muy zorra después #KosemGranFinal",mis,es,1,1,1,15465
22777,"Como #BlackWomen Salvaron al Evangelicalismo Para los cristianos negros, el acoso sexual y la violacion son un problema tan importante como el aborto. https://t.co/R89Mhf8hlY",mis,es,0,0,0,15466
22778,"https://t.co/ItYktmuAh8 Pero eh, que las mujeres son unas santas y los hombres unos hijos de puta, machistas, opresores.. puto asco de sociedad, las leyes no son iguales para ambos generos.",mis,es,0,0,0,15467
22779,"Si un español agrede a un GC, echándole cal viva, excrementos, etc,le caen 5 años de cárcel, si lo hace un subsahariano e inmigrante, le damos cobijo,comida,etc algunos partidos políticos lo aplauden,si piensas como yo,algunos gilipollas te llaman,racista,franquista y fascista.",mig,es,1,0,1,15468
22780,"Les destrozas la vida a siete menores y te premian con solo 7 meses de cárcel. ¿ ¿Cuál es el secreto de tanta magnanimidad con un violador compulsivo? No hay secreto, es un 'pobrecito inmigrante'. Angela Merkel, se puede decir que es una cooperadora necesaria en esas violaciones. https://t.co/VFB5aD82ww",mig,es,1,1,0,15469
22781,@lopezdoriga Cállate puta! https://t.co/RO41NM4OQm,mis,es,1,1,1,15470
22783,Retratao el roomba sudaca. https://t.co/4KA6aCyNDb,mig,es,1,1,0,15471
22784,"Toma hijo de re mil puta,te mereces eso y una buena cagada a palo solo,son unos pedazo de mierda @yaoecabrera https://t.co/kGASzZl5Tq",mis,es,0,0,0,15472
22785,@kalitres @DarthVallekas callate fascista nazi franquista cerdo andaluz vago hijo de puta cuñao viva el RESPETO y la DEMOCRACIA LIBERTAD A LOS PRESOS POLITICOS,mis,es,0,0,0,15473
22786,"@NetflixES Una serie genial, que habla de tabús que poco a poco dejan de serlo: el suicidio, la violación y el acoso escolar.",mis,es,0,0,0,15474
22788,"Aquí podemos ver un grupo de simpáticos moromierdas, basura de la que a @sanchezcastejon le gusta tanto recoger del mar. Como se puede apreciar están totalmente integrados en la sociedad europea. ¿Son o no son como monos salvajes, sucios, delincuentes, violadores y pendencieros? https://t.co/lbZH8Iu92B",mig,es,1,0,1,15475
22789,Me parece mal que veáis cultura de violación por ahí y hasta os parezca gracioso que violen a mujeres. Soys escoria.,mis,es,0,0,0,15476
22790,"@vanessagirona @KRLS @mossos Vienes a las mías..., 'políticos' no España, con Franco eso no pasaba teníais lo que queríais, todos por igual, el fanatismo por la independencia llegó después con atontaos a los que votamos, yo soy de c's por innovar no por o",mis,es,0,0,0,15477
22791,@MarHuidobro tú eres la zorra madre de un asesino con gen izquierdoso y separatista!!!,mis,es,1,1,1,15478
22792,Que ganas de comerme unas empanadas árabes con mucho limónnnnnn. Por Dio😍😍😭😭,mig,es,0,0,0,15479
22793,"@ te sigo amando pero no lo mereces, perra.",mis,es,1,1,1,15480
22794,"@SErikasex Ya deseo castigarte de una buena vez perra de mierda, mereces que te rellene una y otra vez de muchos chorros de semen hasta dejarte preñada!",mis,es,1,1,1,15481
22795,#HaceMuchoQue no friegas el suelo,mis,es,0,0,0,15482
22796,VE COMO QUIERAS YO SE DE MIS HERMANAS ARABES LES CONSIDERO QUE SON LUCHADORAS Y  OS ECHO DE MENOS SE QUE ESPERO QUE OS VEA OS EXTRAÑO🥰😘😘,mig,es,0,0,0,15483
22797,"@A3Noticias Jamas Ramos no t compares con ese Friky, ese hijo de puta separa y daña un pais, tu eres un crack",mis,es,0,0,0,15484
22798,A pedirle papeles a todas las personas en la calle y pedir visa a todos el que quiera venir y deportar ilegales  si no tenemos control en los aeropuertos y puertos y frontera estamos jodidos invasión silenciosa vivir con tu enemigo sin contar con los apátridas estamos en guerra https://t.co/CqPwORL9c0,mig,es,1,0,0,15485
22799,@alwayshateme_ @johan_taps cual ping si tu eres sudaca ademas entiende ptm HITS PUTOS NORMALES NO HITS QUE VAN CON COMBOOO,mig,es,1,0,1,15486
22802,"@TareckPSUV Si tu eres otro delincuente hijo de puta porque o sales del país porque sabes, lo que te pasa si dejas Venezuela maldito delincuente Horita te sientes grande pero todo algún se acaba y el día que pase eso cairas fondo malandro hijueputa",mis,es,0,0,0,15487
22803,Creo q el Smirnoff y Arabe de @_eckoyg con @papichampok UNA COMBINACION DEL DIABLOOO,mig,es,0,0,0,15488
22804,New video posted: brunoymaria Mi mujer es muy Puta y Folla con un Fetichista https://t.co/GOzQ0DPxYZ #fapza,mis,es,1,1,1,15489
22805,"""Mira IMBÉCIL y okupa ⁦@sanchezcastejon⁩ ¡Menudo cachondeo! Los #MoroMierdas que acoges se van de vacaciones a sus """"peligrosos"""" países con las ayudas que les das. NO ES UNA CRISIS HUMANITARIA, ES UNA INVASION DE JETAS, DELINCUENTES y VIOLADORES. https://t.co/sFb6xLOyJr""",mig,es,1,0,1,15490
22806,"Las viejas de antes, puteaban bonito para ganar dinero. Las de hoy acusan de acoso o violacion a algún pobre y buen hombre.",mis,es,1,0,0,15491
22807,@CameArrascae Cállate perra que deje la ventana del balcón del apto abierta jajajajaja me quiero matar,mis,es,1,1,1,15492
22808,"Feliz Novidad @Juanpelota, tu eres una fuerte Perra https://t.co/keYmgcOiCS",mis,es,0,0,0,15493
22809,"""Los refugiados se van de vacaciones a sus """"países en guerra""""  No cabe un mentecato más. https://t.co/W10dHIIwcW""",mig,es,1,0,1,15494
22810,"¿No sabes que es?, aunque hay gente que conoce muy bien de la comida árabe, averígualo aqui El Tahinat Beid https://t.co/xrb6N3mHOs",mig,es,0,0,0,15495
22812,Cuando un hombre da su opinión es un hombre. Cuando lo hace una mujer es una puta.,mis,es,1,0,1,15496
22813,Menos aspavientos y más hechos: los #GuardiaCiviles demandan una verdadera protección legal en el ejercicio de sus funciones. Comenzando por las agresiones y lesiones producidas en la valla de Ceuta. https://t.co/QGRhFIVRkt,mig,es,0,0,0,15497
22816,@BeeluArzola Sos una hija de puta mala.madre pobre ángel todo x una tablet perra mal parida no te mereces nada vos presa tenes que ir no al sicólogo .,mis,es,1,1,1,15498
22817,"Otras voces: ¿Una sudaca y un discapacitado juntos? Por los papeles, o por la pasta"""" https://t.co/SOKARu6Vqc vía @retronesyhombre""",mig,es,1,0,0,15499
22818,"Hoy, en mi intento de que los tíos del güero coman cosas ricas en su último día de vacaciones, he engordado como 4 kilitos creo.",mig,es,0,0,0,15500
22819,@CeleRoldan11 @LucasSpadafora CALLATE YO ME LO DESCARGE YEGUA HIJA DE PUTA EN EL GRUPO HACES LO MISMO y de paso te dejo a moria https://t.co/jDGsabrHfW,mis,es,1,1,1,15501
22820,#LoNuevo ¿Poesía feminista árabe? Acá una muestra https://t.co/aQX8TKPlwb  https://t.co/W1cyXRe3sa,mig,es,0,0,0,15502
22821,"@eugenidors  Huyen de una guerra... de dónde sacas tu eso? Por eso Suiza y Bélgica han retirado la condición de refugiados a más de 400 personas que volvían de vacaciones de sus países, en los que los perseguían?. Es todo un cuento y un negocio de las ONGs. Sino, por qué van a ..",mig,es,1,0,1,15503
22823,"A la #pasante en el taller de zapatero remendón le cobraron de más, le pidieron anticipo.  A la #señoradirectora no le pasa eso  Racismo a la inversa?  Problema de güeras",mig,es,0,0,0,15504
22824,Te mereces lo mejor de todo' MENTIRA >:V ELLA ES UNA ZORRA QUE SE METIÓ CON EL OTRO ARRUINA PAREJAS(?),mis,es,1,1,1,15505
22825,Siria crea un comité gubernamental para el retorno de los refugiados https://t.co/U1xz7jrwDq,mig,es,0,0,0,15506
22827,@cvaloor Tú ni tu puta coalición me van a enseñar de izquierdas... fracasados!,mis,es,0,0,0,15507
22828,Tráiganme al puto árabe 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,mig,es,1,1,1,15508
22829,Casado y Rivera contra la inmigración ilegal. Sánchez e Iglesias a favor de la invasión masiva y violenta de subsaharianos.A quién preferirán los españoles?,mig,es,0,0,0,15509
22830,"@VicenteFoxQue @JoseAMeadeK Tu eres el pendejo que ofreció a sacar a las víboras del pri de los pinos, entoloachado hijo de puta???",mis,es,0,0,0,15510
22831,"""Si dedicáramos tanto """"entusiasmo"""" en deshaucios, refugiados, presos políticos, subida de luz, contratos basura, etc... en lugar de dedicarlo a Pablo Casado, creo que nos iría un poquito mejor.""",mig,es,0,0,0,15511
22832,"Joder nena, como me gusta cuando frotas tu coño empapado con mi polla y mis huevos, sentir ese calor, tus nalgas sobre mi, tu maravillosa espalda moviéndose tan sexy, quiero follar contigo ahora https://t.co/ejJlOx0loM",mis,es,0,0,0,15512
22833,Que hace una mujer fuera de la cama? Turismo Y fuera de la casa? Turismo internacional Y en el supermercado? Turismo comercial,mis,es,1,0,0,15513
22836,@sofiammansilla Yo amo que te calles zorra 💗,mis,es,1,1,1,15514
22837,"Cosas como estas calman mi alma. NECESITO LA SEGUNDA TEMPORADA PERO A LA VOZ DE YA, APÚRATE GÜERO QUERIDO 🙏🏾 @PorAmarSinLey https://t.co/C3JJG0rCPo",mig,es,0,0,0,15515
22838,@yonhy_lescano Tu eres el traidor hijo de puta... ubieras botado a favor de la vacancia..traidor.,mis,es,0,0,0,15516
22839,QUE ORGULLOSA ESTOY DE MI HERMANO LA PUTA MADREEEE❤ Te mereces esto y mas @Panchi04 ❤ felicitaciones también @santicarlos421 unos genios👏👏👏,mis,es,0,0,0,15517
22840,¿España puede (y debe) duplicar su población inmigrante? Yo creo que la pregunta sería que impacto tiene esa inmigración? Y qué vamos hacer para que se adapten a nuestra cultura. No pueden haber colegios con tasas altísimos de fracaso esc https://t.co/FSmWFpg3zr vía @indpcom,mig,es,0,0,0,15518
22841,@Barbijaputa bloquea a usuarios que le llaman PUTA. Él puede llamar puta a su madre pero nadie puede llamarle puta a él. https://t.co/GK5924mOnz,mis,es,0,0,0,15519
22842,@MarcelaOjeda__ Todos sabemos que tú eres la perra dónde sea,mis,es,1,1,1,15520
22843,"Bufete de Nuria Vandenberghe: Una abogada proisraelí, antimusulmana y fan de Trump denuncia a 602 inmigrantes que saltaron la valla de Ceuta - Público https://t.co/wDWyLxLQ4j #EquiparacionYa",mig,es,0,0,0,15521
22844,@Emily_Guadiana1 @PPTeamKaren YA CALLATE PERRA PLIS,mis,es,1,1,1,15522
22845,Alguien sabe como quitar de i calendario los meses árabes y regresarlo a gregoriano/México plox según yo estamos en 19Dhul-Qhui dah,mig,es,0,0,0,15523
22847,No le quiero enseñar a mi papá a usar whatsapp porque en su grupo de natación hay mucha zorra suelta. 😖,mis,es,1,1,1,15524
22849,Por favor... http://t.co/NS6D55DTdu,mis,es,0,0,0,15525
22850,"@EPN @revistaQP @sebastianpinera callate mexicano hijo de perra,",mis,es,0,0,0,15526
22851,"@Sebastian12X @COOLshyra Callate imbécil, Ojalá le pase lo mismo pero s tu puta madre",mis,es,0,0,0,15527
22852,"Como cuando juegas billar con un arabe, musulman  , y falla un tiro y normal se enfada, es como “todos abajo puede traer una bomba “ y mejor lo dejas ganar jajaja 😭🤷‍♀️",mig,es,1,0,0,15528
22853,Ver las series en ingles subtituladas al español esta bien Pero ver Daniel el Tigre en portuges subtitulado en arabe Ufffff eso es otra historia,mig,es,0,0,0,15529
22854,"@poputonadEminem Ayy gracias en verdad, te mereces todo lo bueno del mundo \>:v/ ahre eres lo + y me caes de puta madre peeero no tengo WhatsApp ;-; a que esa no te la esperabas ;y",mis,es,0,0,0,15530
22855,"@samantavillar @dicaro101 @cielikolindo @TradxAbolicion @NIKITALY_FM @1620emaraa @Abolicion_Prost El siendo puta por un día, pa cuándo?",mis,es,0,0,0,15531
22856,@marca Cobarde primero la lías y luego te escondes eres de lo más bajo de la raza humana pero claro tu eres hijo puta catalerdo,mis,es,0,0,0,15532
22857,"@Barbijaputa @alberbustos Esto es una puta mierda q da un asco insuperable. No me lo puedo creer, pero q clase de jueces y fiscales tenemos porque esto no va de partidos políticos, va de mentalidades y es insoportable",mis,es,0,0,0,15533
22858,"RAOUL OLE TU COÑO, TU POLLA, WATHEVER. HIJO MIO QUE BIEN LO HAS HECHO Se va a mear en Cepeda el Lunes al igual que los demás expulsados hicieron contra Cepeda. #OTDirecto14D https://t.co/oNEO29je6W",mis,es,0,0,0,15534
22859,buen decia mi abuelo ... la mas callada y la que dice que no es la mas puta https://t.co/ULtqZfVmTh,mis,es,1,1,1,15535
22860,Les arabes ❤️😭 https://t.co/YVoUG1SXHU,mig,es,0,0,0,15536
22862,"Siguen siendo mercancía y de la barata ,como los árabes vendedores de coroto. https://t.co/TuSjlgzIUA",mig,es,1,0,0,15537
22863,"malditos árabes, como pueden entender esto https://t.co/7sPjVFSI6u",mig,es,1,0,1,15538
22864,Que temazo arabe dios mio,mig,es,0,0,0,15539
22865,"Pobrecillos. Es que dan lastima. Aunque no entiendo por que ninguno de los asaltantes de la valla de Ceuta tenía aspecto de estar desnutrido o de haber pasado calamidades. Más bien, parecían recién salidos de un gimnasio. https://t.co/8iJnORictx",mig,es,1,0,1,15540
22866,Mi mama encontró fotos mías de cuando bailaba árabe.. Ojala mis hijos nunca las vean 😂,mig,es,0,0,0,15541
22868,@justlikecams callate camila y dame seguidores perra,mis,es,1,1,1,15542
22869,Maldito sudaca Maldito latino Inmundo chileno peruano o argentino Horrible boliviano Vil ecuatoriano,mig,es,1,0,1,15543
22870,"bueno, qué necesidad hay de quitarse la puta camiseta para enseñar abs pREGUNTO https://t.co/KBgI5YLhpB",mis,es,0,0,0,15544
22871,La doble cara y la doble vida de los de ‘muchos golpes de pecho’ El último ejemplo Pablo Casado saludando al subsahariano días después de criticar el “efecto llamada” del Aquarius. https://t.co/097XDhXJmt,mig,es,0,0,0,15545
22872,"@cristinadevonne Ni tú eres perra ni yo soy un gato, mi corazón de repuesto, se muere por latir siempre a tu lado.",mis,es,0,0,0,15546
22873,"Y por la PEDERASTIA, VIOLACIÓN y ACOSO IMBÉCIL @SandovalIniguez?? Por esos PECADOS DEBERÍA TEMBLAR TU IGLESIA de VERGÜENZA!! @Pontifex_es Póngales un bozal a esos curas hocicones, lengua de diablos, machines, misóginos, homófobos, DENIGRAN su Iglesia y OFENDEN a la Sociedad #Asco https://t.co/96KjZa8rFq",mis,es,0,0,0,15547
22874,@eliasricci22 Vos en ese estado no me podes decir nada asi callate la puta que te pario😑😑,mis,es,0,0,0,15548
22875,@ulrikvc Callate puta en alemán,mis,es,1,1,1,15549
22876,"Ó sea Que el hombre negro inmigrante que anda por las redes diciendo que se “caga” en nuestras costumbres, en nuestra cultura y en nuestras leyes vaya a poder decidir quien gobierna en nuestro país, es ya el colmo, no podemos tolerarlo, sería terminar de hundir y romper España https://t.co/qsij0j84UK",mig,es,1,0,1,15550
22878,Pues gg árabe. Será luego...,mig,es,0,0,0,15551
22879,¿Alguien le puede enseñar a superar a esa perra de mierda?,mis,es,1,1,1,15552
22880,SI EL MAMAWEBO CABRÓN BASTANTE CACHO QUE TE MONTO LA PERRA ESA BECERRO HIJO DE PUTA CÁLLATE DESGRACIADO CHAVISTA MAL PARIDO SUCIO https://t.co/5vyie8LgD8,mis,es,0,0,0,15553
22881,@lagarder81 Ya tengo claro q tu eres tonto y ya está ..eres como un loro todo lo que ves lo pones sin tener ni puta idea de lo q pones...es q otra explicación no le saco...tb te vas ahora con los vascos...por si los catalanes tb se sale rana.,mis,es,0,0,0,15554
22882,"@buflot Tú eres mi perra secundaria, me refería a la primaria",mis,es,1,1,1,15555
22883,Métete en tu vida negro indocumentado JAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJJA 😂😂😂👋,mig,es,1,1,1,15556
